year,items_count,playtime_forever,playtime_2weeks,item_id,posted year,sentiment_score
1998,686,64,0,219830.0,2013.0,2
1998,164,787,0,570.0,2014.0,2
1998,164,787,0,222880.0,2014.0,2
1998,164,787,0,200510.0,,0
1998,164,787,0,730.0,2015.0,2
1998,164,787,0,8930.0,2014.0,2
1998,164,787,0,221640.0,2013.0,0
1998,164,787,0,570.0,2014.0,2
1998,164,787,0,222880.0,2014.0,2
1998,164,787,0,200510.0,,0
1998,164,787,0,730.0,2015.0,2
1998,164,787,0,8930.0,2014.0,2
1998,164,787,0,221640.0,2013.0,0
1998,164,787,0,570.0,2014.0,2
1998,164,787,0,222880.0,2014.0,2
1998,164,787,0,200510.0,,0
1998,164,787,0,730.0,2015.0,2
1998,164,787,0,8930.0,2014.0,2
1998,164,787,0,221640.0,2013.0,0
1998,164,787,0,570.0,2014.0,2
1998,164,787,0,222880.0,2014.0,2
1998,164,787,0,200510.0,,0
1998,164,787,0,730.0,2015.0,2
1998,164,787,0,8930.0,2014.0,2
1998,164,787,0,221640.0,2013.0,0
1998,83,538,0,363970.0,,2
1998,41,1064,0,205100.0,2015.0,0
1998,41,1064,0,238240.0,2015.0,2
1998,41,1064,0,219740.0,2014.0,2
1998,209,358,0,241600.0,2013.0,2
1998,623,0,0,246420.0,2014.0,2
1998,623,0,0,233720.0,2013.0,2
1998,623,0,0,107100.0,2013.0,2
1998,53,58,58,264710.0,2015.0,2
1998,208,33,0,214830.0,2014.0,2
1998,208,33,0,248820.0,2014.0,2
1998,208,33,0,8870.0,2014.0,0
1998,208,33,0,42910.0,2014.0,2
1998,208,33,0,113200.0,2013.0,2
1998,220,117,0,224480.0,2014.0,2
1998,174,1320,0,208090.0,2014.0,2
1998,174,1320,0,227220.0,2014.0,2
1998,174,1320,0,204300.0,,0
1998,174,1320,0,310370.0,2015.0,2
1998,174,1320,0,346900.0,2015.0,2
1998,174,1320,0,304050.0,2015.0,2
1998,174,1320,0,286080.0,2014.0,2
1998,222,1062,0,245910.0,2014.0,2
1998,222,1062,0,113204.0,2014.0,2
1998,222,1062,0,204360.0,2015.0,2
1998,222,1062,0,208090.0,2014.0,2
1998,134,461,0,219890.0,2013.0,2
1998,134,461,0,620.0,2012.0,2
1998,378,523,0,386070.0,2015.0,0
1998,378,523,0,230190.0,2015.0,0
1998,243,278,0,304930.0,2014.0,2
1998,243,278,0,200210.0,2014.0,2
1998,123,101,0,413150.0,,2
1998,102,1344,0,226700.0,,0
1998,102,1344,0,315430.0,2015.0,0
1998,102,1344,0,218470.0,2014.0,2
1998,102,1344,0,226700.0,,0
1998,102,1344,0,315430.0,2015.0,0
1998,102,1344,0,218470.0,2014.0,2
1998,102,1344,0,226700.0,,0
1998,102,1344,0,315430.0,2015.0,0
1998,102,1344,0,218470.0,2014.0,2
1998,102,1344,0,226700.0,,0
1998,102,1344,0,315430.0,2015.0,0
1998,102,1344,0,218470.0,2014.0,2
1998,103,1023,0,472060.0,,2
1998,103,1023,0,6060.0,2015.0,2
1998,124,265,0,297120.0,2014.0,0
1998,124,265,0,238320.0,2014.0,2
1998,124,265,0,239200.0,2014.0,2
1998,124,265,0,229580.0,2014.0,0
1998,124,265,0,329830.0,2014.0,0
1998,124,265,0,305620.0,2014.0,2
1998,124,265,0,242760.0,2014.0,2
1998,124,265,0,72200.0,2014.0,2
1998,144,101,0,440.0,2014.0,2
1998,78,187,0,10130.0,2014.0,2
1998,213,407,0,4000.0,,2
1998,213,407,0,357480.0,,2
1998,213,407,0,49520.0,2014.0,2
1998,1120,42,0,239350.0,2013.0,0
1998,52,618,0,570.0,2015.0,2
1998,93,0,0,385370.0,,2
1998,285,70,0,620.0,2013.0,2
1998,84,541,0,214790.0,2013.0,2
1998,88,35,0,4000.0,2015.0,2
1998,88,35,0,1840.0,2014.0,2
1998,88,35,0,238460.0,2014.0,2
1998,88,35,0,620.0,2015.0,2
1998,88,35,0,12210.0,2014.0,2
1998,88,35,0,261570.0,2015.0,2
1998,88,35,0,206420.0,2015.0,2
1998,88,35,0,264380.0,2014.0,2
1998,333,367,0,8190.0,2015.0,2
1998,333,367,0,17460.0,2014.0,2
1998,333,367,0,261030.0,2014.0,2
1998,333,367,0,208200.0,2013.0,2
1998,333,367,0,17510.0,2013.0,2
1998,333,367,0,200710.0,2013.0,2
1998,81,296,0,440.0,2014.0,2
1998,81,296,0,1840.0,2014.0,0
1998,138,31,0,218620.0,,2
1998,138,31,0,346010.0,2015.0,0
1998,138,31,0,333930.0,2015.0,2
1998,138,31,0,295110.0,,0
1998,138,31,0,20500.0,2014.0,0
1998,138,31,0,220200.0,2014.0,2
1998,138,31,0,327890.0,2014.0,2
1998,138,31,0,24240.0,2014.0,2
1998,138,31,0,730.0,2014.0,0
1998,138,31,0,221100.0,2014.0,0
1998,335,0,0,8930.0,2014.0,2
1998,335,0,0,290080.0,,0
1998,335,0,0,570.0,2015.0,0
1998,335,0,0,221100.0,2014.0,2
1998,335,0,0,322500.0,,2
1998,335,0,0,335300.0,2015.0,0
1998,335,0,0,437220.0,,0
1998,335,0,0,318600.0,,2
1998,335,0,0,295110.0,2015.0,2
1998,335,0,0,260230.0,2014.0,2
1998,53,0,0,1840.0,2015.0,2
1998,53,0,0,105600.0,2014.0,2
1998,53,0,0,332800.0,2014.0,2
1998,53,0,0,319510.0,2014.0,2
1998,53,0,0,354140.0,2015.0,2
1998,122,227,0,265630.0,2014.0,2
1998,122,227,0,280790.0,2015.0,2
1998,353,146,0,72850.0,2014.0,2
1998,353,146,0,104900.0,2014.0,2
1998,353,146,0,232810.0,2015.0,0
1998,353,146,0,4000.0,2013.0,2
1998,72,179,0,252490.0,2014.0,2
1998,72,179,0,302830.0,2015.0,2
1998,152,944,0,228380.0,2014.0,2
1998,152,944,0,4000.0,2012.0,2
1998,314,70,0,55230.0,2013.0,2
1998,314,70,0,253430.0,,2
1998,314,70,0,4000.0,2012.0,2
1998,110,222,0,404480.0,2015.0,2
1998,110,222,0,304930.0,2014.0,2
1998,110,222,0,8190.0,2013.0,2
1998,31,0,0,376200.0,,2
1998,251,334,0,354240.0,2015.0,2
1998,251,334,0,263420.0,2014.0,2
1998,251,334,0,242680.0,2014.0,2
1998,83,767,0,239140.0,,2
1998,83,767,0,250340.0,2014.0,2
1998,216,93,0,242760.0,2014.0,0
1998,38,453,0,261030.0,,2
1998,216,384,0,359410.0,,2
1998,216,384,0,24240.0,,0
1998,216,384,0,274900.0,,0
1998,216,384,0,335240.0,2015.0,2
1998,216,384,0,252490.0,2015.0,0
1998,152,43,0,235800.0,2013.0,2
1998,74,723,0,15120.0,2015.0,0
1998,183,9,0,264200.0,2015.0,0
1998,97,192,0,4000.0,2014.0,2
1998,190,139,0,570.0,2013.0,0
1998,190,139,0,107410.0,2013.0,2
1998,165,28,0,298630.0,2015.0,2
1998,165,28,0,239800.0,2015.0,2
1998,165,28,0,304930.0,2015.0,2
1998,165,28,0,219150.0,2015.0,2
1998,165,28,0,208090.0,2014.0,2
1998,212,80,0,39200.0,,2
1998,212,80,0,730.0,2014.0,2
1998,212,80,0,239350.0,2015.0,0
1998,212,80,0,271290.0,2014.0,2
1998,78,181,0,48700.0,2015.0,2
1998,78,181,0,218230.0,2013.0,0
1998,99,1210,0,209870.0,2013.0,2
1998,99,1210,0,224580.0,2013.0,0
1998,99,1210,0,500.0,2013.0,2
1998,133,499,0,440.0,2014.0,0
1998,38,265,0,730.0,2015.0,2
1998,38,265,0,218620.0,2015.0,2
1998,517,220,0,205350.0,2015.0,2
1998,517,220,0,218060.0,2014.0,2
1998,517,220,0,306020.0,2015.0,2
1998,517,220,0,220.0,2013.0,2
1998,517,220,0,49520.0,,2
1998,517,220,0,310370.0,2015.0,2
1998,517,220,0,363970.0,2015.0,2
1998,517,220,0,12900.0,2013.0,2
1998,43,617,0,304930.0,,2
1998,43,260,0,265630.0,,2
1998,64,335,0,377160.0,2015.0,2
1998,64,335,0,49520.0,2015.0,2
1998,64,335,0,570.0,2015.0,2
1998,64,335,0,4000.0,2015.0,2
1998,51,5,0,440.0,2014.0,2
1998,242,156,0,236430.0,2014.0,0
1998,100,952,0,239140.0,2015.0,0
1998,50,62,0,730.0,,2
1998,50,62,0,377160.0,2015.0,2
1998,50,62,0,252490.0,2015.0,2
1998,50,62,0,440.0,2012.0,2
1998,147,65,0,22320.0,2014.0,2
1998,147,65,0,550.0,2013.0,2
1998,147,65,0,400.0,2014.0,2
1998,77,1274,0,70.0,,2
1998,77,1274,0,234140.0,,2
1998,77,1274,0,218230.0,2013.0,2
1998,77,1274,0,43160.0,2013.0,2
1998,77,1274,0,8870.0,2013.0,2
1998,77,1274,0,205100.0,2013.0,2
1998,77,1274,0,13230.0,2012.0,2
1998,77,1274,0,440.0,2011.0,2
1998,133,10,0,207610.0,2014.0,2
1998,112,64,0,730.0,2015.0,2
1998,112,64,0,221100.0,2014.0,2
1998,112,64,0,227940.0,2014.0,2
1998,112,64,0,263540.0,2014.0,2
1998,112,64,0,295110.0,2015.0,2
1998,112,64,0,242860.0,,2
1998,112,64,0,241930.0,2014.0,0
1998,112,64,0,252490.0,2014.0,2
1998,132,254,0,444090.0,,2
1998,132,254,0,57300.0,2014.0,0
1998,373,517,0,307780.0,2015.0,2
1998,373,517,0,232090.0,2015.0,2
1998,373,517,0,332800.0,2014.0,2
1998,228,1012,0,271590.0,2015.0,2
1998,228,1012,0,49520.0,2013.0,2
1998,60,77,0,222880.0,2014.0,2
1998,211,324,0,7670.0,2015.0,2
1998,211,324,0,238460.0,2015.0,2
1998,211,324,0,230410.0,2015.0,2
1998,211,324,0,227300.0,2015.0,0
1998,211,324,0,8850.0,2015.0,2
1998,211,324,0,8870.0,2015.0,2
1998,211,324,0,286100.0,2014.0,2
1998,73,1235,0,265930.0,,0
1998,73,1235,0,22330.0,2015.0,2
1998,164,52,0,108600.0,2014.0,2
1998,206,0,0,219740.0,2014.0,2
1998,206,0,0,218620.0,2013.0,2
1998,273,567,0,206440.0,2015.0,0
1998,273,567,0,307070.0,2015.0,2
1998,273,567,0,313340.0,2014.0,2
1998,273,567,0,236090.0,2014.0,2
1998,409,0,0,34900.0,,2
1998,409,0,0,331600.0,2015.0,0
1998,409,0,0,211420.0,2014.0,2
1998,68,20,0,440.0,2012.0,2
1998,126,147,0,221100.0,2015.0,2
1998,126,147,0,4000.0,2014.0,2
1998,64,46,0,250260.0,2015.0,2
1998,425,35,0,248650.0,2013.0,2
1998,425,35,0,232090.0,2015.0,0
1998,77,373,0,221040.0,2015.0,2
1998,77,373,0,382890.0,,2
1998,77,373,0,287290.0,2015.0,0
1998,57,391,0,212680.0,2015.0,2
1998,57,391,0,305620.0,2015.0,2
1998,57,391,0,391540.0,2015.0,2
1998,57,391,0,219640.0,2015.0,0
1998,57,391,0,440.0,2015.0,2
1998,57,391,0,319510.0,2014.0,0
1998,57,391,0,8930.0,2014.0,0
1998,57,391,0,219740.0,2014.0,2
1998,57,391,0,570.0,2014.0,2
1998,43,489,0,265210.0,2014.0,2
1998,43,489,0,22380.0,2014.0,2
1998,136,121,0,440.0,2014.0,2
1998,67,844,0,220.0,2014.0,2
1998,67,844,0,265930.0,2014.0,2
1998,67,844,0,4920.0,2013.0,2
1998,80,532,0,113200.0,2012.0,2
1998,92,88,0,301520.0,,2
1998,92,88,0,201790.0,2015.0,2
1998,23,66,0,218620.0,2014.0,2
1998,23,66,0,730.0,2015.0,0
1998,23,66,0,4000.0,2014.0,2
1998,329,17,0,200510.0,,2
1998,329,17,0,427810.0,,0
1998,329,17,0,250520.0,,0
1998,329,17,0,262790.0,,0
1998,329,17,0,388880.0,,2
1998,329,17,0,268500.0,,2
1998,329,17,0,407900.0,,2
1998,329,17,0,8870.0,,0
1998,329,17,0,45100.0,2015.0,2
1998,329,17,0,228260.0,2015.0,2
1998,42,71,0,40700.0,2013.0,2
1998,219,1285,0,107410.0,2013.0,2
1998,250,954,0,238210.0,2015.0,2
1998,410,0,0,348290.0,2015.0,2
1998,410,0,0,293900.0,2014.0,2
1998,410,0,0,444860.0,,2
1998,410,0,0,379720.0,,2
1998,410,0,0,247080.0,2014.0,2
1998,410,0,0,63660.0,,2
1998,410,0,0,275850.0,,2
1998,410,0,0,287980.0,,2
1998,410,0,0,351510.0,2015.0,2
1998,235,5350,0,221640.0,2013.0,2
1998,235,5350,0,440.0,2013.0,2
1998,235,5350,0,211420.0,2015.0,0
1998,25,17,0,42700.0,,2
1998,256,290,0,273350.0,2015.0,2
1998,196,678,0,242760.0,2014.0,2
1998,196,678,0,307880.0,,2
1998,196,678,0,261030.0,2013.0,2
1998,196,678,0,437220.0,,2
1998,196,678,0,239140.0,,2
1998,196,678,0,391540.0,2015.0,2
1998,196,678,0,364690.0,2015.0,0
1998,196,678,0,239200.0,2015.0,0
1998,435,2649,0,239820.0,2015.0,2
1998,435,2649,0,72850.0,2014.0,0
1998,435,2649,0,255710.0,,2
1998,435,2649,0,379720.0,,2
1998,435,2649,0,377160.0,2015.0,2
1998,286,344,0,4000.0,2013.0,2
1998,175,226,0,252490.0,2014.0,2
1998,175,226,0,570.0,2014.0,2
1998,56,0,0,4000.0,2015.0,2
1998,56,0,0,10180.0,,2
1998,56,0,0,259080.0,,2
1998,56,0,0,15320.0,,0
1998,42,104,0,207610.0,2015.0,2
1998,42,104,0,304930.0,2014.0,0
1998,42,104,0,730.0,2014.0,2
1998,146,392,0,113200.0,2014.0,2
1998,146,392,0,213670.0,2014.0,2
1998,137,333,0,105600.0,2013.0,2
1998,137,333,0,49520.0,2014.0,2
1998,375,0,0,204450.0,2015.0,2
1998,375,0,0,212800.0,2013.0,0
1998,375,0,0,219640.0,2012.0,2
1998,29,1210,0,230290.0,,0
1998,29,1210,0,4000.0,,2
1998,29,1210,0,72850.0,,2
1998,72,0,0,221100.0,2013.0,2
1998,377,622,0,261180.0,2014.0,2
1998,86,1625,0,322170.0,2015.0,2
1998,86,1625,0,383980.0,2015.0,2
1998,86,1625,0,570.0,2015.0,2
1998,86,1625,0,269270.0,2015.0,2
1998,86,1625,0,239350.0,2015.0,0
1998,86,1625,0,221640.0,2015.0,2
1998,191,91,0,252490.0,2014.0,2
1998,191,91,0,4560.0,2014.0,2
1998,191,91,0,72850.0,2014.0,2
1998,191,91,0,6060.0,2011.0,2
1998,147,29,0,248310.0,2015.0,2
1998,147,29,0,323470.0,2015.0,2
1998,145,1089,0,446020.0,,2
1998,145,1089,0,48700.0,,2
1998,145,1089,0,253710.0,2015.0,0
1998,145,1089,0,107410.0,2014.0,2
1998,145,1089,0,221100.0,,0
1998,145,1089,0,295110.0,,2
1998,145,1089,0,344760.0,2015.0,2
1998,145,1089,0,377160.0,2015.0,2
1998,145,1089,0,4000.0,2015.0,2
1998,253,2,0,346010.0,2015.0,2
1998,253,2,0,259080.0,2013.0,0
1998,126,555,0,209160.0,2015.0,0
1998,126,555,0,275850.0,,2
1998,126,555,0,294100.0,,2
1998,68,430,0,354140.0,,0
1998,68,430,0,391540.0,,2
1998,68,430,0,213610.0,,2
1998,68,430,0,357380.0,2015.0,2
1998,68,430,0,427920.0,,2
1998,68,430,0,242760.0,,2
1998,68,430,0,264710.0,,0
1998,68,430,0,322330.0,2015.0,2
1998,174,2,0,275850.0,,0
1998,174,2,0,221100.0,2014.0,0
1998,174,2,0,252490.0,2013.0,2
1998,47,341,0,245170.0,2015.0,2
1998,47,341,0,620.0,2014.0,2
1998,158,147,0,338470.0,2015.0,2
1998,158,147,0,338470.0,2015.0,2
1998,158,147,0,338470.0,2015.0,2
1998,158,147,0,338470.0,2015.0,2
1998,225,1100,0,250320.0,2014.0,2
1998,225,1100,0,221100.0,2014.0,2
1998,225,1100,0,8870.0,2014.0,2
1998,225,1100,0,207610.0,2013.0,2
1998,205,1044,0,236870.0,,0
1998,205,1044,0,236870.0,,0
1998,205,1044,0,236870.0,,0
1998,205,1044,0,236870.0,,0
1998,63,0,0,730.0,2015.0,2
1998,141,14,0,234140.0,2015.0,0
1998,141,14,0,243870.0,2014.0,2
1998,141,14,0,49520.0,2014.0,2
1998,141,14,0,260230.0,2014.0,2
1998,69,0,0,8190.0,2015.0,0
1998,126,40,0,72850.0,2014.0,2
1998,126,40,0,209000.0,2014.0,2
1998,82,2281,0,461880.0,,2
1998,82,2281,0,440.0,,2
1998,169,161,0,730.0,2014.0,2
1998,29,0,0,237930.0,2015.0,2
1998,29,0,0,250260.0,2015.0,2
1998,773,16,0,218620.0,2014.0,2
1998,152,44,0,404011.0,,2
1998,50,2750,0,319630.0,2015.0,0
1998,102,165,0,620.0,2013.0,2
1998,102,165,0,265930.0,2014.0,2
1998,51,1387,0,337320.0,2015.0,2
1998,213,9,0,285900.0,,2
1998,146,164,0,359870.0,,2
1998,146,164,0,200510.0,2014.0,2
1998,146,164,0,239350.0,2014.0,2
1998,146,164,0,113200.0,2013.0,0
1998,58,612,0,620.0,2015.0,0
1998,58,612,0,570.0,2015.0,2
1998,58,612,0,70.0,2014.0,2
1998,58,612,0,55230.0,2014.0,2
1998,58,612,0,50300.0,2014.0,2
1998,58,612,0,244810.0,2014.0,2
1998,323,0,0,337000.0,,0
1998,323,0,0,377160.0,2015.0,2
1998,323,0,0,19900.0,2014.0,2
1998,131,7,0,34900.0,2014.0,0
1998,131,7,0,40800.0,2014.0,2
1998,131,7,0,620.0,2014.0,2
1998,131,7,0,269030.0,,2
1998,131,7,0,249550.0,2015.0,0
1998,427,596,0,280.0,2015.0,2
1998,427,596,0,261570.0,2015.0,2
1998,427,596,0,550.0,2014.0,2
1998,427,596,0,248310.0,2014.0,2
1998,427,596,0,268750.0,2014.0,2
1998,427,596,0,259080.0,2013.0,2
1998,427,596,0,237930.0,2014.0,0
1998,427,596,0,236090.0,2014.0,2
1998,427,596,0,225260.0,2014.0,2
1998,427,596,0,29180.0,2014.0,2
1998,173,122,0,8190.0,2013.0,2
1998,173,122,0,407840.0,,0
1998,173,122,0,367580.0,,2
1998,173,122,0,304930.0,,0
1998,173,122,0,303390.0,,0
1998,173,122,0,94400.0,2015.0,2
1998,27,692,0,730.0,2014.0,2
1998,27,692,0,440.0,2014.0,2
1998,27,692,0,250900.0,2014.0,2
1998,27,692,0,400.0,2014.0,2
1998,93,0,0,218620.0,,2
1998,217,0,0,250320.0,2013.0,2
1998,217,0,0,440.0,2012.0,2
1998,275,66,0,252490.0,2014.0,2
1998,220,19,0,72850.0,2013.0,2
1998,220,19,0,220.0,2011.0,2
1998,220,19,0,203160.0,2014.0,2
1998,220,19,0,413150.0,,2
1998,490,114,0,274620.0,2014.0,0
1998,490,114,0,362810.0,2015.0,0
1998,490,114,0,333930.0,2015.0,2
1998,490,114,0,107100.0,2013.0,2
1998,101,183,0,213670.0,,2
1998,237,171,0,47790.0,2013.0,0
1998,237,171,0,218230.0,2013.0,2
1998,237,171,0,4000.0,2013.0,2
1998,131,44,0,299460.0,2015.0,2
1998,131,44,0,281990.0,,2
1998,131,44,0,287700.0,2015.0,0
1998,131,44,0,2400.0,2015.0,0
1998,131,44,0,42160.0,2015.0,2
1998,131,44,0,17710.0,2015.0,0
1998,131,44,0,730.0,2015.0,2
1998,134,0,0,221380.0,2014.0,2
1998,213,1552,0,241640.0,2013.0,2
1998,149,478,0,211820.0,2013.0,2
1998,403,460,0,501760.0,,0
1998,403,460,0,431360.0,,2
1998,403,460,0,238320.0,2014.0,2
1998,403,460,0,6550.0,2014.0,0
1998,403,460,0,401920.0,2015.0,0
1998,403,460,0,55230.0,2014.0,2
1998,403,460,0,45700.0,2013.0,0
1998,403,460,0,206420.0,2013.0,2
1998,403,460,0,237370.0,2014.0,2
1998,403,460,0,508590.0,,0
1998,98,37,0,730.0,2015.0,0
1998,98,37,0,570.0,2015.0,2
1998,337,235,0,244210.0,,2
1998,77,1234,0,251060.0,2014.0,2
1998,80,606,0,298630.0,2015.0,0
1998,80,606,0,298240.0,2015.0,2
1998,80,606,0,33220.0,2015.0,2
1998,80,606,0,334230.0,2015.0,2
1998,80,606,0,263980.0,2015.0,2
1998,80,606,0,310370.0,2015.0,0
1998,80,606,0,250420.0,2014.0,2
1998,98,295,0,440.0,2015.0,2
1998,98,295,0,248570.0,2015.0,2
1998,98,295,0,72850.0,2014.0,2
1998,98,295,0,298630.0,2014.0,2
1998,98,295,0,250600.0,2014.0,2
1998,98,295,0,218230.0,2014.0,2
1998,60,0,0,381210.0,,0
1998,220,1241,0,240.0,2013.0,2
1998,220,1241,0,22380.0,2014.0,0
1998,67,33,0,200710.0,2014.0,2
1998,296,131,0,331470.0,2015.0,2
1998,296,131,0,239140.0,2015.0,0
1998,296,131,0,327140.0,,2
1998,158,247,0,208650.0,2015.0,2
1998,134,2,0,1250.0,2014.0,2
1998,104,2072,0,730.0,,2
1998,160,316,0,266070.0,2014.0,2
1998,33,175,0,440.0,,2
1998,33,175,0,220.0,2015.0,2
1998,89,512,0,39000.0,2015.0,2
1998,89,512,0,317360.0,2015.0,0
1998,89,512,0,291210.0,2015.0,0
1998,89,512,0,342150.0,2015.0,2
1998,89,512,0,304930.0,2015.0,2
1998,89,512,0,570.0,2015.0,2
1998,75,0,0,17390.0,2014.0,2
1998,75,0,0,6060.0,2014.0,2
1998,75,0,0,211820.0,2014.0,2
1998,75,0,0,219640.0,2014.0,2
1998,75,0,0,6020.0,2014.0,2
1998,75,0,0,241540.0,2015.0,2
1998,76,5891,0,440.0,2014.0,2
1998,62,3380,0,31220.0,2014.0,2
1998,62,3380,0,8930.0,2014.0,2
1998,62,3380,0,219740.0,2014.0,2
1998,62,3380,0,224480.0,2014.0,2
1998,188,41,0,42910.0,,0
1998,188,41,0,24780.0,2015.0,2
1998,188,41,0,380600.0,2015.0,2
1998,188,41,0,349100.0,,0
1998,188,41,0,252490.0,,2
1998,188,41,0,212070.0,2014.0,2
1998,188,41,0,295770.0,2014.0,2
1998,187,58,0,263440.0,2014.0,2
1998,187,58,0,8930.0,2014.0,0
1998,187,58,0,200210.0,2014.0,2
1998,140,724,0,322500.0,,2
1998,435,128,0,214490.0,,0
1998,435,128,0,288470.0,2014.0,2
1998,435,128,0,204030.0,,2
1998,435,128,0,359550.0,,0
1998,435,128,0,427730.0,,0
1998,77,717,0,70.0,2015.0,2
1998,77,717,0,220.0,2015.0,2
1998,77,717,0,230410.0,2014.0,2
1998,103,177,0,236110.0,2015.0,2
1998,103,177,0,218620.0,2015.0,2
1998,389,569,34,374570.0,2015.0,2
1998,389,569,34,218620.0,,0
1998,389,569,34,8930.0,,2
1998,389,569,34,317040.0,,2
1998,389,569,34,233130.0,,2
1998,389,569,34,436120.0,,2
1998,389,569,34,365660.0,,0
1998,28,1112,0,393410.0,2015.0,2
1998,109,1397,0,301520.0,2014.0,2
1998,109,1397,0,218130.0,2013.0,2
1998,412,18,0,214870.0,2015.0,2
1998,412,18,0,317360.0,2014.0,2
1998,412,18,0,24960.0,2014.0,0
1998,412,18,0,250180.0,2014.0,2
1998,412,18,0,234710.0,2014.0,0
1998,111,1,0,346110.0,2015.0,2
1998,111,1,0,49520.0,,2
1998,111,1,0,252490.0,2015.0,2
1998,111,1,0,461560.0,,2
1998,111,1,0,389570.0,2015.0,2
1998,111,1,0,322330.0,2015.0,2
1998,111,1,0,204300.0,2014.0,2
1998,390,558,0,373390.0,,2
1998,90,193,0,730.0,2015.0,2
1998,90,193,0,417860.0,2015.0,0
1998,90,59,0,24240.0,2014.0,2
1998,90,59,0,219640.0,2014.0,2
1998,90,59,0,620.0,2014.0,2
1998,68,25,0,730.0,2014.0,2
1998,77,0,0,9420.0,2014.0,2
1998,171,441,0,391540.0,2015.0,0
1998,171,441,0,251570.0,,0
1998,345,44,0,205610.0,2012.0,2
